sample_id,easting_utm,northing_utm,longitude,latitude,bulk_density,pH,EC,K2O,available_P,OC,CaCO3,available_N,CEC,dem,slope,aspect,lulc,lithology,geomorphology,NDVI,NDBI,SAVI,BSI
filebc494d5a79.137,628695.0,3411995.0,76.34568791,30.83413609,144.54,8.608,0.091,50.61,27.552,0.525,0.375,238.336,17.6282609,225.45327758789065,1.0,144.88722229003906,3.0,1.0,1.0,0.4116564560194062,-0.0655244306412719,0.2437046112166199,-0.0040147262256282
filebc494d5a79.138,628705.0,3400865.0,76.34439491,30.73373092,284.066,8.575,0.093,33.74,14.336,0.345,0.25,100.352,14.0652174,220.7105865478516,3.0,25.39972686767578,3.0,1.0,1.0,0.3292813753947415,0.0487399302312282,0.1771835349183445,0.0797867562677006
filebc494d5a79.139,632645.0,3412935.0,76.38710264,30.84218002,285.015,8.521,0.092,26.3172,21.056,0.3975,0.375,200.704,13.4478261,228.6690826416016,3.0,0.8600540161132812,3.0,1.0,1.0,0.4574251490051845,-0.1827437197902095,0.2671734926713939,-0.0957174474774637
filebc494d5a79.140,629395.0,3402025.0,76.35174676,30.74412051,248.827,8.427,0.095,64.7808,17.248,0.315,0.25,225.792,9.83913043,222.20309448242188,1.0,122.74986267089844,2.0,1.0,1.0,0.4074203160364625,-0.10654615623314,0.2228892776618409,-0.03264789010033
filebc494d5a79.141,633695.0,3406775.0,76.39727533,30.78649391,211.947,8.551,0.098,77.602,10.752,0.3,1.25,263.424,7.19130435,224.7071990966797,2.0,163.36465454101562,3.0,1.0,1.0,0.3931011672369136,-0.0893927503231885,0.2211424408517217,-0.0141890060858037
filebc494d5a79.142,630465.0,3409085.0,76.36382029,30.80769167,239.423,8.508,0.127,29.6912,99.68,0.375,1.75,263.424,14.0652174,224.62289428710935,1.0,48.813087463378906,3.0,1.0,1.0,0.391734552204382,-0.1079703433740669,0.2393314216712007,-0.0331244316711348
filebc494d5a79.143,624295.0,3400375.0,76.29828091,30.72977947,282.606,8.463,0.112,80.3012,25.536,0.45,0.625,263.424,14.0652174,222.4740447998047,4.0,28.11163711547852,3.0,1.0,1.0,0.3237593171871495,0.0172739248500452,0.1723437228837392,0.058082695871038
filebc494d5a79.144,633105.0,3411155.0,76.39168006,30.82607142,303.219,8.594,0.118,72.8784,13.888,0.2775,1.625,225.792,16.0108696,225.08106994628903,1.0,355.05401611328125,2.0,1.0,1.0,0.315712180890037,0.0368180826494256,0.1670119039135149,0.0695327179645782
filebc494d5a79.145,628785.0,3400195.0,76.3451464,30.72767812,213.508,8.495,0.109,8.7724,11.648,0.4875,3.75,288.512,17.7391304,221.63006591796875,2.0,352.53973388671875,3.0,1.0,1.0,0.4071782378501017,-0.0493770290110545,0.1491838050009184,-0.0193338873514828
filebc494d5a79.146,628815.0,3411615.0,76.34689452,30.83069508,287.268,8.578,0.077,29.0164,32.032,0.3,0.375,175.616,14.0652174,225.98031616210935,1.0,102.2362289428711,3.0,1.0,1.0,0.1767467476188079,0.1304081826473664,0.1113559847694609,0.1717783070753905
filebc494d5a79.147,636295.0,3409325.0,76.42478078,30.80920105,275.604,8.407,0.112,38.4636,10.08,0.525,0.75,263.424,14.0652174,227.7938690185547,2.0,320.3868408203125,2.0,1.0,1.0,0.5257859670291786,-0.187989875906908,0.3094427872054864,-0.1112320863455109
filebc494d5a79.148,629975.0,3404365.0,76.35810069,30.76516645,278.771,8.448,0.1,59.3824,21.952,0.75,1.25,301.056,18.026087,224.0482635498047,1.0,155.09246826171875,3.0,1.0,1.0,0.458057394757723,-0.21751152874343,0.2887291290546906,-0.1181309658351407
filebc494d5a79.149,633805.0,3410015.0,76.39884799,30.81570892,313.306,8.522,0.121,27.6668,30.464,0.375,1.25,125.44,15.0163043,225.7440490722656,3.0,200.247802734375,2.0,1.0,1.0,0.4235238037572793,-0.0717794903885101,0.2451329652954856,-0.0160983095913411
filebc494d5a79.150,634485.0,3407145.0,76.40557826,30.78974237,188.91,8.657,0.065,47.236,33.824,0.525,0.5,175.616,7.83478261,225.47259521484372,5.0,351.3485107421875,3.0,1.0,1.0,0.4903546972433176,-0.2017059848349842,0.2878013151662527,-0.1116844918306498
filebc494d5a79.151,629175.0,3411985.0,76.35070455,30.83399365,246.942,8.618,0.082,32.3904,18.368,0.075,0.75,150.528,14.1478261,225.2305603027344,3.0,116.73528289794922,2.0,1.0,1.0,0.6539394714485206,-0.3141233738744906,0.430794681661815,-0.2354270934668363
filebc494d5a79.152,632795.0,3399785.0,76.3869673,30.72353875,142.995,8.312,0.109,50.61,19.936,0.3375,0.25,188.16,14.0652174,221.7326812744141,1.0,129.86402893066406,2.0,1.0,1.0,0.4693151268501677,-0.1470894501500704,0.2835900948049681,-0.0608113789097519
filebc494d5a79.153,622665.0,3410555.0,76.2824767,30.82178519,258.604,8.429,0.08,100.5452,18.592,0.495,0.75,200.704,11.9565217,224.0904541015625,1.0,165.9108428955078,2.0,1.0,1.0,0.5008981568332284,-0.1768147232899594,0.3154551226724673,-0.0955300881240043
filebc494d5a79.154,626995.0,3411565.0,76.32786266,30.83044048,264.13,8.315,0.147,150.4804,160.384,0.6,2.5,313.6,18.4826087,224.33331298828125,1.0,112.08238220214844,2.0,1.0,1.0,0.5252180530867836,-0.1432632246001814,0.2720309090313094,-0.0973339029784979
filebc494d5a79.155,628075.0,3400225.0,76.33773597,30.72802539,226.854,8.049,0.122,4.0488,63.392,0.435,0.25,125.44,18.0152174,220.7182464599609,3.0,67.07149505615234,1.0,1.0,1.0,0.3756371955621203,-0.091796848446003,0.2043151232891825,-0.0236755103694717
filebc494d5a79.156,627455.0,3410835.0,76.33258037,30.82380575,244.122,8.709,0.072,105.9436,6.0032,0.2625,0.375,225.792,11.15,225.3269805908203,2.0,210.14686584472656,3.0,1.0,1.0,0.3189937766600005,-0.0271113993905943,0.1695079266268587,0.028055555394825
filebc494d5a79.157,626075.0,3400865.0,76.31692929,30.73401257,212.173,8.382,0.091,39.1384,9.632,0.3,1.0,125.44,6.6826087,221.43426513671875,2.0,273.37225341796875,2.0,1.0,1.0,0.7473560425089769,-0.3397905144097703,0.4540694844746554,-0.2971820499435457
filebc494d5a79.158,630235.0,3407245.0,76.36118258,30.7911184,223.3,8.596,0.07,70.1792,19.488,0.4125,0.5,87.808,4.20652174,223.19781494140625,1.0,213.65740966796875,1.0,2.0,1.0,0.4609122934280502,-0.0607784252322475,0.2726364214340409,0.0012587023525616
filebc494d5a79.159,624805.0,3408045.0,76.30453977,30.79891875,203.4,8.267,0.112,21.5936,44.128,0.45,0.5,225.792,12.0456522,222.7484588623047,1.0,275.05328369140625,1.0,1.0,1.0,0.4611821449471274,-0.0904314190973704,0.2424823100610786,-0.0552733784981517
filebc494d5a79.160,630805.0,3411785.0,76.36771881,30.83201065,197.55,8.732,0.055,51.9596,25.984,0.48,0.5,188.16,14.0652174,225.51788330078125,2.0,210.81976318359372,3.0,1.0,1.0,0.4709897466999659,-0.1911561231571696,0.291686228159053,-0.0962314677776555
filebc494d5a79.161,628055.0,3399175.0,76.33739634,30.71855535,292.4,8.431,0.12,41.1628,15.904,0.3375,0.375,188.16,14.0652174,220.27720642089844,2.0,101.98211669921876,2.0,1.0,1.0,0.2871795017524506,0.0122970862036209,0.1655172494475032,0.0678793824162658
filebc494d5a79.162,630345.0,3402405.0,76.36171697,30.74744474,295.1,8.554,0.087,51.9596,14.784,0.45,0.5,137.984,14.0652174,221.6263732910156,2.0,235.22238159179688,3.0,1.0,1.0,0.5715026925674255,-0.1833333307463262,0.3141037890472169,-0.1331484072760152
filebc494d5a79.163,630085.0,3403715.0,76.35916739,30.75929075,239.05,8.525,0.092,45.2116,17.248,0.36,0.5,225.792,9.11304348,222.88119506835935,1.0,254.41488647460935,2.0,1.0,1.0,0.5449284308528022,-0.2179132957464118,0.3239768265085307,-0.1464247092198779
filebc494d5a79.164,624045.0,3401075.0,76.29575468,30.73612046,265.15,8.37,0.104,53.984,18.368,0.5475,0.375,200.704,14.0652174,221.46115112304688,1.0,147.29640197753906,3.0,1.0,1.0,0.3319831330424459,-0.0230749328279069,0.1852747314689112,0.0397105365524676
filebc494d5a79.165,628105.0,3406775.0,76.33886679,30.78711032,261.85,8.389,0.103,40.488,12.992,0.375,0.25,225.792,13.7347826,224.75848388671875,2.0,251.67742919921875,2.0,1.0,1.0,0.4632308577623338,-0.1041619278015199,0.2771699934506011,-0.0513309471375165
filebc494d5a79.166,630625.0,3401385.0,76.36451172,30.73821257,219.2,8.249,0.121,29.6912,30.912,0.9,0.25,225.792,15.8543478,220.52520751953125,2.0,323.3962097167969,2.0,1.0,1.0,0.6193199738682776,-0.2516271691639242,0.3588437331654326,-0.1848295730613324
filebc494d5a79.167,629825.0,3406145.0,76.35675904,30.78124023,159.25,8.759,0.061,21.5936,16.8,0.45,0.5,263.424,21.4782609,223.7650146484375,3.0,272.9638671875,2.0,2.0,1.0,0.3361972285899128,-0.0202510016951027,0.1758499351541328,0.0317727334969083
filebc494d5a79.168,623235.0,3407725.0,76.28809417,30.79619607,290.95,8.388,0.112,47.9108,34.944,0.45,2.0,263.424,19.0847826,222.05897521972656,1.0,14.35089874267578,2.0,1.0,1.0,0.4899653697525966,-0.1699497198658575,0.2692015037103655,-0.1012105411802195
filebc494d5a79.169,632215.0,3407885.0,76.38195458,30.79667285,293.2,8.301,0.152,43.862,50.624,0.6075,0.625,213.248,14.0652174,225.458984375,1.0,9.868797302246094,2.0,1.0,1.0,0.7179564733393432,-0.3247086293318135,0.4288035686810129,-0.2701286377690109
filebc494d5a79.170,635585.0,3404115.0,76.41667139,30.7622843,268.4,8.658,0.061,116.7404,13.888,0.3975,1.5,263.424,14.0652174,225.75076293945312,3.0,242.7586669921875,3.0,1.0,1.0,0.4187749569024593,-0.1070129779049068,0.235757117775862,-0.038218907068674
filebc494d5a79.171,629155.0,3399795.0,76.34895986,30.72402958,248.9,8.068,0.088,55.3336,41.44,0.6,0.5,263.424,17.5543478,221.9051818847656,1.0,319.4140014648437,2.0,1.0,1.0,0.3939205168126791,-0.0986607703059759,0.2309168573217955,-0.0267926827947885
filebc494d5a79.172,631925.0,3402675.0,76.37825395,30.74970613,347.6,7.892,0.129,68.8296,67.648,0.6,0.125,275.968,21.4543478,223.9912109375,3.0,239.0602569580078,2.0,1.0,1.0,0.6935201555870834,-0.3108901965579598,0.4229765155906426,-0.2467389354722034
filebc494d5a79.173,627215.0,3415255.0,76.33062188,30.86370436,273.15,7.876,0.088,68.1548,46.144,0.6375,0.25,288.512,20.6673913,223.9224090576172,1.0,32.685970306396484,3.0,1.0,1.0,0.3360655985358549,0.0254876906702742,0.1596747885732325,0.0368449120319493
filebc494d5a79.174,628175.0,3404085.0,76.33926198,30.7628361,286.55,7.8,0.047,46.5612,10.08,0.3375,0.25,62.72,10.673913,223.01524353027344,1.0,223.9168243408203,2.0,2.0,1.0,0.4835384930642515,-0.1701478776654522,0.2983044731161722,-0.0801645079203869
filebc494d5a79.175,630935.0,3400695.0,76.36766129,30.73195399,254.2,7.465,0.088,62.0816,35.168,0.525,0.5,250.88,14.0652174,221.61167907714844,2.0,159.41250610351562,2.0,1.0,1.0,0.6256394862211399,-0.2441271082079967,0.3746846086101364,-0.1773152648595389
filebc494d5a79.176,624675.0,3406915.0,76.30304371,30.78873849,232.05,8.198,0.111,45.8864,24.192,0.45,0.5,288.512,14.0652174,222.55393981933597,2.0,82.87480163574219,2.0,1.0,1.0,0.4111534543685757,-0.0984092920249098,0.225751243962132,-0.0259727798647604
filebc494d5a79.177,628385.0,3412715.0,76.3425376,30.84066481,178.8,7.734,0.102,75.5776,13.216,0.705,0.5,288.512,19.9043478,232.3859405517578,7.0,141.49917602539062,3.0,1.0,1.0,0.3921852599363656,-0.0586940657557,0.2255687911198524,0.0095874665520115
filebc494d5a79.178,627725.0,3402555.0,76.33437076,30.74908226,318.2,8.421,0.104,38.4636,25.088,0.39,0.125,225.792,24.7978261,222.31231689453125,1.0,318.232666015625,2.0,1.0,1.0,0.546642343045689,-0.19652091866954,0.3254733992033189,-0.122587552525777
filebc494d5a79.179,629625.0,3407475.0,76.35483763,30.79326,183.25,8.456,0.072,92.4476,47.712,0.285,0.5,225.792,17.8565217,224.1200714111328,2.0,275.3924865722656,2.0,2.0,1.0,0.7520128914636605,-0.3601416999649165,0.4816640069790576,-0.3094806154067418
filebc494d5a79.180,629775.0,3406955.0,76.35633919,30.7885527,262.7,8.817,0.048,23.618,17.248,0.225,0.125,225.792,17.4,222.9246063232422,1.0,239.8549652099609,1.0,2.0,1.0,0.4776470680161392,-0.1359173050999321,0.2672727278842312,-0.0853408022239934
filebc494d5a79.181,632575.0,3409605.0,76.38593918,30.81214854,179.15,7.772,0.094,46.5612,99.008,0.525,0.5,275.968,14.0652174,225.73377990722656,3.0,165.0513916015625,3.0,1.0,1.0,0.3750969688159385,-0.0266434744242695,0.1914093389695038,0.0122149931131426
filebc494d5a79.182,632025.0,3400885.0,76.37906835,30.73354751,296.8,8.232,0.12,43.1872,70.336,0.195,0.125,200.704,15.6826087,223.8416748046875,3.0,224.42633056640625,3.0,1.0,1.0,0.3995699044092088,0.0103406265938419,0.190238910370125,0.0393215049283634
filebc494d5a79.183,637095.0,3407015.0,76.43283231,30.78827109,311.15,8.24,0.098,19.5692,40.096,0.3,0.5,263.424,14.0652174,228.9135284423828,2.0,19.532470703125,2.0,1.0,1.0,0.376432341336143,-0.0799785256904264,0.2083359505415721,-0.0040777604072989
filebc494d5a79.184,629205.0,3409755.0,76.35073651,30.81387365,346.65,8.403,0.105,64.106,39.2,0.435,0.5,137.984,14.0652174,225.68734741210935,5.0,90.9370346069336,3.0,1.0,1.0,0.6826774076628704,-0.3234218878054021,0.4016652401027963,-0.2592592619488054
filebc494d5a79.185,629965.0,3413805.0,76.35919458,30.85032529,182.05,8.333,0.09,28.3416,20.832,0.3825,0.5,188.16,14.0652174,226.9721527099609,2.0,255.23480224609372,2.0,1.0,1.0,0.6978249697595086,-0.3137647942387353,0.4561611527263696,-0.2482606337322104
filebc494d5a79.186,628235.0,3400915.0,76.33949287,30.73423274,331.2,8.427,0.11,80.976,46.816,0.75,0.5,301.056,32.701087,220.70391845703125,1.0,104.305908203125,2.0,1.0,1.0,0.5079986835604873,-0.1491478886209477,0.2894704140613736,-0.0910432489671863
filebc494d5a79.190,625585.0,3403455.0,76.33944046,30.82093809,299.15,8.148,0.116,23.618,12.544,0.45,0.125,213.248,21.6217391,221.20187377929688,1.0,178.6092529296875,2.0,1.0,1.0,0.5743764410098837,-0.1222818865884022,0.3083220847012606,-0.0801872460993327
filebc494d5a79.191,626125.0,3408365.0,76.28887386,30.72139208,240.2,7.809,0.074,43.862,13.664,0.1425,0.25,175.616,14.6108696,224.0414123535156,1.0,134.7449188232422,3.0,1.0,1.0,0.4664970495796315,-0.0983008085577768,0.2242457312441532,-0.0442085884796504
filebc494d5a79.192,631295.0,3401465.0,76.32670266,30.78407756,245.95,8.427,0.068,23.618,11.2,0.3375,0.5,213.248,20.35,221.8742828369141,1.0,296.4202880859375,2.0,1.0,1.0,0.3603468499313185,-0.0792433072416805,0.2026317498035705,-0.0049769741350311
filebc494d5a79.193,628115.0,3410525.0,76.33716029,30.72415168,258.5,8.42,0.072,15.5204,135.744,0.06,0.5,137.984,14.0652174,225.9333648681641,4.0,46.17432022094727,2.0,1.0,1.0,0.3044733182807597,-0.0447847701436702,0.1628924440156025,0.0172983366408649
filebc494d5a79.194,623405.0,3399435.0,76.30628929,30.73502236,302.65,8.197,0.143,58.7076,19.04,0.4125,0.5,401.408,7.14130435,219.797607421875,2.0,327.30517578125,1.0,1.0,1.0,0.6134807878696701,-0.2129849639260347,0.397249379951724,-0.1446303798786443
filebc494d5a79.195,626945.0,3406425.0,76.40302532,30.80104779,302.2,8.267,0.136,26.992,20.608,0.435,0.5,301.056,14.0652174,223.1243438720703,1.0,125.53582000732422,2.0,1.0,1.0,0.3164322054520237,-0.0499321722516167,0.1864411864947145,0.0179620777331564
filebc494d5a79.196,628025.0,3399795.0,76.33434276,30.86050827,286.4,8.579,0.119,34.4148,11.648,0.375,1.25,188.16,14.0652174,220.8634033203125,2.0,230.18893432617188,3.0,1.0,1.0,0.5071737082661114,-0.2350188478172528,0.3179172310802744,-0.1395681122362323
filebc494d5a79.197,625055.0,3400965.0,76.28515967,30.80344313,213.5,8.506,0.084,217.9604,207.424,0.4875,1.575,288.512,15.0815217,220.1762237548828,2.0,249.8526611328125,3.0,1.0,1.0,0.2020312060687343,0.2101060804229365,0.1077091734406406,0.2262195697399998
filebc494d5a79.198,634225.0,3408395.0,76.43111005,30.77782439,168.1,8.552,0.069,39.8132,8.96,0.3375,0.375,225.792,6.52826087,226.08880615234372,1.0,19.575225830078125,2.0,1.0,1.0,0.438224579162495,-0.1423309454232127,0.2474747441899941,-0.0693831428425528
filebc494d5a79.199,627575.0,3414905.0,76.33954459,30.84349271,266.35,8.669,0.07,36.4392,18.368,0.3,0.5,225.792,13.7391304,224.9401092529297,1.0,120.60166931152344,3.0,1.0,1.0,0.6621253152838283,-0.2957640594406465,0.3815813537552379,-0.2327355324345343
filebc494d5a79.200,622945.0,3408525.0,76.3739729,30.74984177,219.2,8.637,0.098,85.6996,7.84,0.6375,0.125,225.792,18.6282609,222.0990753173828,2.0,131.912841796875,2.0,2.0,1.0,0.6586146206537764,-0.2971350024671833,0.3800073897875249,-0.2367825202707393
filebc494d5a79.201,636945.0,3405855.0,76.33952242,30.80424597,171.95,8.508,0.084,55.3336,12.992,0.3075,1.45,250.88,14.0652174,227.5665283203125,2.0,327.41168212890625,2.0,1.0,1.0,0.4851913573165334,-0.1314488700144622,0.2732042516130972,-0.0631122998602145
filebc494d5a79.202,628095.0,3413025.0,76.28596931,30.80145017,295.7,8.667,0.083,19.5692,23.968,0.375,0.375,213.248,14.0652174,225.12057495117188,3.0,278.9915771484375,3.0,1.0,1.0,0.5532726887723296,-0.2637612267126878,0.3363268841839738,-0.1781922257502914
filebc494d5a79.203,631515.0,3402685.0,76.35146666,30.83615104,223.25,8.607,0.089,45.2116,14.112,0.4125,0.25,275.968,14.0652174,224.000732421875,1.0,115.45272827148438,2.0,1.0,1.0,0.5185185239548351,-0.1547565645810978,0.2618731767859399,-0.0902340348276925
filebc494d5a79.204,628145.0,3408675.0,76.37990644,30.77034964,231.5495,8.427,0.099,55.3336,19.712,0.4125,0.375,225.792,14.0652174,224.7268829345703,1.0,239.622802734375,2.0,1.0,1.0,0.4603230412768453,-0.1416414895123925,0.250573394713156,-0.0788070270910206
filebc494d5a79.205,623025.0,3408305.0,76.40613925,30.84260627,231.5495,8.427,0.099,55.3336,19.712,0.4125,0.375,225.792,14.0652174,221.1335906982422,2.0,172.47189331054688,1.0,2.0,1.0,0.604178125160255,-0.2409100538260498,0.3816855721773408,-0.1725846385979806
filebc494d5a79.206,629245.0,3412225.0,76.31754465,30.75620151,194.663,8.301,0.136,209.188,15.008,0.525,0.625,288.512,14.0652174,225.8116149902344,1.0,268.0251770019531,2.0,1.0,1.0,0.289268812254882,0.1124421660025085,0.1717418905353561,0.1426643484202741
filebc494d5a79.207,632055.0,3404965.0,76.29977924,30.73247122,231.4,8.238,0.123,99.8704,87.136,0.6225,0.25,225.792,10.9282609,223.53814697265625,1.0,147.04441833496094,2.0,1.0,1.0,0.5585794796566877,-0.1725343135978212,0.315050535494792,-0.1167744245969256
filebc494d5a79.187,634465.0,3413005.0,76.3121288,30.75742933,161.879,8.49,0.098,78.2768,26.88,0.285,0.5,188.16,9.42173913,228.4640655517578,4.0,31.83025360107422,3.0,1.0,1.0,0.7458130837344612,-0.3262877211437168,0.4759250869214416,-0.2794268284423
filebc494d5a79.188,626105.0,3403325.0,76.31837357,30.80166592,198.649,8.34,0.176,49.2604,57.344,0.66,0.75,313.6,14.0652174,222.4593048095703,1.0,61.08072280883789,2.0,1.0,1.0,0.1793222599610189,0.1296887897164498,0.1202587473012552,0.1845991045489269
filebc494d5a79.189,624435.0,3400675.0,76.37151909,30.73886048,181.078,8.058,0.12,90.4232,69.44,0.375,0.5,225.792,13.6934783,221.6796417236328,2.0,37.40753555297852,2.0,1.0,1.0,0.471303273341887,-0.1087662439763818,0.278471421204906,-0.0532050740008135
