point_id,longitude,latitude,original_class,original_name,original_landuse,rabi_max,spring_max,prekharif_max,prekharif_mean,flood_ndwi_max,flood_mndwi_max,flood_ndvi_mean,kharif_max,kharif_mean,end_max,end_mean,annual_mean,annual_std,annual_min,annual_max,class_rabi_2025_26,class_kharif_2025
76.337396_30.718555,76.33739634171799,30.71855534564313,1,Wheat,wheat,0.9518834,0.21232417,0.24276729,0.11848602090909091,-0.09289618,0.3988764,0.2,0.84296805,0.7702048783333333,0.4716749,0.26395942434782604,0.437265337992,0.3102204581007801,0.01968135,0.9659554,Wheat,Rice
76.337736_30.728025,76.33773597285636,30.728025394164916,1,Wheat,wheat,0.5171935,0.9988723,0.1630847,0.12967303940000002,-0.13582584,0.056712963,0.23839009,0.8390027,0.5978306800000001,0.25974452,0.15718090883333333,0.47833345388429754,0.2754474635252879,0.07593189,0.9988723,Spring_Maize,Rice
76.338617_30.821849,76.33861676652617,30.821848829624063,1,Wheat,wheat,0.8990752,0.31230503,0.1154345,0.10218238959999999,,,,0.88505745,0.7814982850000001,0.6440771,0.34638024153846153,0.43436188368548384,0.29784188750878965,0.041296795,0.90759426,Wheat,Rice_Probable
76.338824_30.829245,76.33882394188781,30.829244966877127,1,Wheat,wheat,0.88105315,0.6276562,0.7960114,0.6869913860000001,-0.5814536,-0.082417585,0.6798669,0.81700754,0.7372908016666667,0.674945,0.559461056153846,0.5047261114881889,0.2131864758349856,0.053435113,0.88105315,Wheat,Other
76.338867_30.78711,76.33886678767016,30.787110321176087,1,Wheat,wheat+sugarcane,0.81032366,0.22899263,0.679511,0.242212293,-0.6986692,-0.42607123,0.8182126,0.7986348,0.6343821842857144,0.73489463,0.36928063769230773,0.43797726507086604,0.2826076082571498,0.062653564,0.92097265,Wheat,Kharif_Maize
76.339308_30.758595,76.33930773738875,30.758595111807107,4,Others,ladyfinger,0.71763325,0.6065379,0.69896907,0.522272697,-0.24164525,-0.044147428,0.3076142,0.7910112,0.6435056771428573,0.465625,0.3382591133333333,0.43855690130081304,0.14400866387406863,0.04038156,0.7910112,Wheat,Other
76.339485_30.85423,76.33948466009275,30.85422981817841,4,Others,okra+onion,0.8852565,0.28156114,0.2559495,0.21188844666666667,,,,0.8218644,0.7803748083333334,0.7952553,0.61140216,0.4824794328571428,0.2832410177252149,0.04172662,0.9208095,Wheat,Rice_Probable
76.339493_30.734233,76.33949287462436,30.734232737586368,1,Wheat,wheat,0.90419406,0.39822486,0.10307692,0.08284310250000002,-0.16698657,0.4136808,0.3556299,0.8357143,0.4877619760000001,0.3498008,0.28211482833333335,0.38632820226229503,0.29708358383367517,0.06419401,0.93467337,Wheat,Rice
76.339522_30.804246,76.33952241919195,30.80424597231152,1,Wheat,wheat,0.8808933,0.24043322,0.154,0.12883235850000002,-0.1392405,0.11934157,0.088435374,0.8215515,0.6533386550000001,0.4976672,0.3698951176923077,0.4041616553888888,0.28505313872887883,0.04122497,0.9228204,Wheat,Rice
76.33979_30.831039,76.33978981411703,30.831039436561845,4,Others,vegatble+muskmelon,0.34295082,0.9408576,0.113667116,0.0777288859,-0.21733588,0.035413153,0.29843643,0.8627859,0.5611956066666667,0.46879756,0.32096231538461534,0.510375854390625,0.2924432211553871,0.022367703,0.9408576,Spring_Maize,Rice
76.340129_30.795217,76.34012878696949,30.79521738099712,2,Maize_Tall,maize,0.79469204,0.79136693,0.5904437,0.5097793549999999,-0.62558424,-0.4573975,0.71458226,0.82638705,0.747591877142857,0.76336116,0.6288263469230769,0.6235750559055117,0.12272445102987636,0.06525339,0.83425415,Other,Kharif_Maize
76.340619_30.807934,76.34061885002538,30.807933782661213,1,Wheat,wheat,0.41527957,0.92924124,0.90188026,0.5790886009999999,,,,0.43037406,0.38999705833333326,0.57112265,0.4469988430769231,0.552537847328,0.22620615468515948,0.070342876,0.9444995,Spring_Maize,Other
76.341437_30.844195,76.34143653009487,30.84419490689035,4,Others,onion,0.90505296,0.31135532,0.19033816,0.1125504047,,,,0.8921613,0.79212909,0.54464287,0.2632459558333333,0.471022318576,0.3137713643232076,0.020180933,0.94242096,Wheat,Rice_Probable
76.342355_30.767406,76.34235526401403,30.76740552643507,4,Others,(long) sugarcane,0.90615267,0.33835617,0.7935373,0.686317968,,,,0.8686297,0.7249217442857142,0.64341086,0.4890323925,0.4744129056097561,0.2641720892728722,0.0726257,0.90615267,Wheat,Kharif_Maize
76.343688_30.727964,76.34368821251354,30.72796390224372,4,Others,cabbage,0.52636176,0.5593395,0.2248996,0.14326721,-0.07393639,0.26881722,0.026045777,0.8383071,0.7549802066666667,0.70419425,0.46759051749999997,0.4337039087258065,0.24895209280141528,0.025177535,0.9303924,Other,Rice
76.343769_30.793917,76.34376863969742,30.793916570572435,2,Maize_Tall,maize,0.85292184,0.36609152,0.14221218,0.10890475449999999,-0.09270927,0.21518987,0.18670577,0.8935018,0.71386015,0.2548495,0.2119285938461538,0.4363745543333334,0.2869544059302729,0.07285897,0.9122766,Wheat,Rice
76.344395_30.733731,76.3443949114719,30.733730922643385,1,Wheat,wheat,0.8341885,0.5208333,0.41831502,0.306212584,-0.4141892,0.07635009,0.53783983,0.8647915,0.7577927179999999,0.76855004,0.4865945608333333,0.5138324248780488,0.21581522757511404,0.02812983,0.8798051,Wheat,Other
76.345257_30.735617,76.34525668165887,30.7356166952231,1,Wheat,wheat,0.9085366,0.4205021,0.2,0.146113429,-0.26137185,-0.3448607,0.26731956,0.79909366,0.719212265,0.5513627,0.3582665133333333,0.4191878586129031,0.28503922830244127,0.015782828,0.9086947,Wheat,Rice_Probable
76.345792_30.834135,76.3457924495507,30.83413500150333,1,Wheat,wheat,0.880597,0.2963443,0.13431014,0.12218568300000002,0.035388127,0.37009063,0.007751938,0.83182406,0.72638788,0.2763596,0.20979124846153846,0.4382633927380951,0.3066064189833499,0.007751938,0.9496995,Wheat,Rice
76.347917_30.82906,76.3479171843637,30.829060437263493,1,Wheat,wheat,0.8984557,0.35298452,0.15071507,0.12378740759999998,-0.094339624,0.4865135,0.103744626,0.8457429,0.7599554066666666,0.52472526,0.34898304416666664,0.423725713936508,0.2912889134825133,0.045863695,0.9128114,Wheat,Rice
76.34794_30.785753,76.34793970488174,30.78575317148289,4,Others,brinjal+chilli,0.6573276,0.46905974,0.26602563,0.20990666500000002,,,,0.719774,0.6059651866666667,0.6413408,0.4990578784615386,0.48645109383999996,0.18462850448448934,0.05419766,0.8297052,Wheat,Rice_Probable
76.348426_30.760666,76.34842577145523,30.760666004735327,4,Others,karela+cucumber+beetroot(chukandar),0.70886075,0.27651715,0.5323633,0.381145148,-0.5114737,-0.41460434,0.6143791,0.7880096,0.5282566066666666,0.5516569,0.40667696999999997,0.4337937645573771,0.16503953419530246,0.056809906,0.7880096,Wheat,Kharif_Maize
76.349048_30.820207,76.34904797386542,30.820206837017224,1,Wheat,wheat,0.82879764,0.56409466,0.15147997,0.1329962704,,,,0.8658767,0.7949179166666666,0.5674274,0.40433780461538466,0.42845087067200005,0.27585341769980215,0.03219575,0.91284406,Wheat,Rice_Probable
76.349454_30.781948,76.34945410470569,30.78194803889853,1,Wheat,wheat,0.83462405,0.3008953,0.15907873,0.135184917,-0.321875,-0.060606062,0.3948887,0.8221355,0.6920931383333332,0.45921645,0.27885856583333335,0.41904560088,0.26145822593417856,0.07442021,0.86278963,Wheat,Rice
76.349469_30.775542,76.34946916220666,30.775542025581373,4,Others,mustard,0.75090486,0.41298214,0.72065854,0.396708308,-0.59729344,-0.4021309,0.6698821,0.8482374,0.7378454133333334,0.5304783,0.3665218966666666,0.4748781486290323,0.19613676014628276,0.04674273,0.8482374,Wheat,Kharif_Maize
76.350781_30.779679,76.35078086441705,30.779678640021974,4,Others,cucumber,0.91076547,0.25397387,0.17348927,0.14119918199999998,-0.11666016,0.52560645,0.13978495,0.8415163,0.803962472,0.7157052,0.5198143166666668,0.4548061126774194,0.30380070163276984,0.06987296,0.92615795,Wheat,Rice
76.352074_30.797439,76.35207433936421,30.79743911919715,1,Wheat,wheat,0.9019042,0.2972973,0.5838084,0.21011778800000003,-0.33383346,-0.21934065,0.36245212,0.886445,0.7628303314285715,0.7717336,0.5648168692307692,0.49747246196875006,0.2921072787216059,0.05210421,0.9019042,Wheat,Kharif_Maize
76.35342_30.774147,76.35342030902784,30.77414749326948,2,Maize_Tall,maize,0.90144926,0.2327044,0.114603795,0.09792915399999999,-0.19468515,0.0890625,0.26871166,0.93751466,0.8543922650000001,0.667254,0.43016559666666665,0.4480816447039999,0.3187214447958377,0.052854124,0.93751466,Wheat,Rice
76.355406_30.789104,76.35540637507012,30.78910379695007,4,Others,mustard,0.7221733,0.5855558,0.39649844,0.208976789,-0.18573414,0.041469194,0.20697784,0.8789791,0.8047067333333334,0.47600767,0.38936472692307694,0.5012150719603174,0.1921157297836576,0.043440487,0.8789791,Wheat,Other
76.356287_30.859198,76.35628685281,30.85919755805346,1,Wheat,wheat,0.884058,0.25432527,0.18011257,0.09439656828888889,,,,0.8592701,0.7051058849999999,0.40338984,0.2835581607692308,0.4273521676768,0.2955032615313044,0.0063202246,0.91534156,Wheat,Rice_Probable
76.35962_30.791496,76.35962027132847,30.791495688144888,1,Wheat,wheat,0.90918106,0.2934376,0.28711256,0.1664089414,-0.06881144,0.5233918,0.031924073,0.9064546,0.8052682366666666,0.58468336,0.2779517303846154,0.40406165479527556,0.2714564209122714,0.031924073,0.90918106,Wheat,Rice
76.359729_30.784367,76.35972896233446,30.784366928795496,1,Wheat,wheat,0.55689913,0.15827613,0.11611955,0.0808036561,,,,0.5025022,0.43817126999999995,0.3635576,0.22210655076923075,0.28413127078571426,0.17114070720158223,0.04807386,0.66931635,Wheat,Other
76.361675_30.840826,76.36167469580474,30.84082589699215,4,Others,horticulture( guava+mango+Spota),0.77451557,0.8442623,0.8325034,0.6625650670000001,,,,0.78695655,0.6659393333333333,0.76625174,0.6149544625,0.6620479735905513,0.11098307466591997,0.054144386,0.8740192,Spring_Maize,Kharif_Maize
76.362287_30.743379,76.36228650580743,30.743378700929384,4,Others,marigold,0.8665452,0.3233831,0.6813787,0.380389513,-0.68150944,-0.41266528,0.8132248,0.770239,0.5563763199999999,0.34907252,0.25402158083333337,0.4771548097560976,0.23530076776658104,0.05776294,0.87749106,Wheat,Kharif_Maize
76.362823_30.85552,76.36282349321411,30.85552002799876,4,Others,banana,0.54977804,0.72876215,0.79916316,0.6605073811111111,,,,0.80304927,0.6487126416666668,0.6555625,0.5645588108333334,0.5658226556129031,0.10534636155423625,0.051108096,0.80304927,Spring_Maize,Kharif_Maize
76.362831_30.841265,76.36283108048643,30.841264844101147,4,Others,barseem,0.7755819,0.7891804,0.48638132,0.315698719,-0.6876342,-0.4317611,0.8562268,0.64897555,0.615289172,0.6851504,0.5103167030769231,0.6143871204724409,0.1848577429782938,0.04247991,0.92287,Spring_Maize,Kharif_Maize
76.362832_30.848753,76.36283237849845,30.848753274858748,4,Others,fodder +nappier,0.5154717,0.4796163,0.6621281,0.40751290333333334,-0.70692194,-0.450466,0.8316871,0.74568623,0.6278279766666667,0.75812894,0.6570331730769231,0.46770830708661426,0.16821628487291856,0.05479452,0.8316871,Other,Kharif_Maize
76.362852_30.776124,76.36285224334434,30.77612383261206,2,Maize_Tall,maize,0.3692156,1.0,0.15916184,0.09902760699999999,-0.29612872,0.08864697,0.48587897,0.83532,0.48964339833333326,0.5313715,0.32959764083333337,0.487195498208,0.295297084675942,0.03518931,1.0,Spring_Maize,Rice
76.365607_30.860092,76.36560731235593,30.86009201635037,1,Wheat,wheat,0.87283474,0.80292493,0.7634011,0.6304532144444444,-0.50947064,-0.3673661,0.54626864,0.8418688,0.7973517175,0.7624751,0.6158919500000001,0.6245819657868853,0.1380335196773739,0.071858406,0.87283474,Other,Kharif_Maize
76.366576_30.76607,76.36657632271489,30.76606986796752,1,Wheat,wheat,0.89667434,0.23599584,0.11035422,0.08963368550000002,-0.050894085,0.21158911,0.14714715,0.9041028,0.808719792,0.4998344,0.24300960166666663,0.4377456561382115,0.3185396912255686,0.059758205,0.9321811,Wheat,Rice
76.366583_30.803512,76.36658333019827,30.80351231681864,4,Others,cucumber,0.6469821,0.49758142,0.39120632,0.23832839300000003,-0.51764345,-0.21868788,0.58120203,0.81253237,0.753224992,0.7386831,0.6135306792307692,0.5160304956587302,0.2181964841194617,0.050660793,0.9126234,Wheat,Kharif_Maize
76.368177_30.856907,76.36817665217716,30.856907118857684,3,Agroforestry,poplar+sugarcane (small),0.5276345,0.5411036,0.81754076,0.6497466666666667,,,,0.7765043,0.7215850460000001,0.8295675,0.6863947584615386,0.5250220938455283,0.1895672806455497,0.044054583,0.8842444,Other,Kharif_Maize
76.373973_30.749842,76.37397290028238,30.749841766549267,2,Maize_Tall,maize,0.9099591,0.35714287,0.15206972,0.14129924200000002,-0.0047343504,0.2596538,0.12950917,0.9190031,0.8194030399999999,0.6701116,0.48408896166666665,0.45594390190243905,0.2980629519928509,0.07013172,0.93509734,Wheat,Rice
76.376153_30.770931,76.37615324407697,30.770930858725865,1,Wheat,WHEat,0.8528724,0.55118805,0.3349305,0.19954513811111113,-0.18393068,0.23923445,0.2038446,0.8525396,0.759442932,0.62317926,0.3071192966666667,0.4519735433360656,0.25345933536840687,0.046212483,0.8675721,Wheat,Rice
76.378254_30.749706,76.37825395311701,30.74970612932216,1,Wheat,wheat,0.8594742,0.7719201,0.703631,0.590811727,-0.66934955,-0.43515423,0.7385591,0.80949765,0.6763357759999999,0.6427965,0.4225560208333334,0.6426463569349594,0.15966092231206963,0.055198103,0.87877303,Wheat,Kharif_Maize
76.379305_30.77216,76.37930536023663,30.772160488496635,4,Others,cucumber+bittergourd,0.8639646,0.2384844,0.11729141,0.10112077000000001,-0.10373444,0.26500732,0.19282511,0.8757764,0.776270408,0.30781847,0.23795922833333338,0.4267869920819673,0.2894447595456811,0.054936897,0.9046693,Wheat,Rice
76.379491_30.785151,76.37949074542846,30.785150598595397,4,Others,bitergourd+chilli+tomato cucumber,0.8855263,0.26106977,0.18051045,0.09890490909999998,-0.056356486,0.6204051,0.018105263,0.89349115,0.7874642566666666,0.17983043,0.1557506046153846,0.43732393696062993,0.2997857849577812,0.018105263,0.9471208,Wheat,Rice
76.380109_30.784512,76.38010863831323,30.78451246305417,1,Wheat,wheat+sugarcane(small),0.8302018,0.4313117,0.21196494,0.1347278211,0.0011956955,0.4346088,-0.047510453,0.85052633,0.7910090516666667,0.36408365,0.28801009615384615,0.4255258115590551,0.25228698687096435,-0.047510453,0.85052633,Wheat,Rice
76.381165_30.778005,76.3811651441,30.778005174828024,4,Others,fodder(barseem),0.9049104,0.23809524,0.103942655,0.0895920845,0.03935743,0.65579015,-0.027642276,0.8987552,0.8105540766666667,0.54852194,0.26433265166666664,0.4163742936290323,0.31134192118228327,-0.027642276,0.9049104,Wheat,Rice
76.381955_30.796673,76.38195458253371,30.796672848057664,1,Wheat,wheat,0.8868007,0.22137405,0.13397548,0.11076249600000002,-0.088016964,0.0955414,0.16789983,0.87773585,0.7673652483333333,0.28404224,0.19390519,0.45295295198425206,0.30681440361217927,0.06013986,0.9220308,Wheat,Rice
76.385789_30.845352,76.38578891987471,30.84535185374309,1,Wheat,wheat xxx,0.89643604,0.23688272,0.14635503,0.11744505444444446,0.07078764,0.6409473,0.01913614,0.8606579,0.7064003157142859,0.21591511,0.17089993153846156,0.41184662571093755,0.3066746056042097,0.01913614,0.9338699,Wheat,Rice
76.38904_30.766102,76.38904009928494,30.766101871194973,1,Wheat,wheat,0.54094046,0.81057566,0.5720809,0.468392853,-0.58888614,-0.37565348,0.67539537,0.88246673,0.8050563433333332,0.7880617,0.6489396125,0.5625196583870967,0.11847581092050721,0.07418112,0.88246673,Spring_Maize,Kharif_Maize
76.391475_30.761023,76.39147455640956,30.761023297340483,4,Others,mustard,0.7526362,0.58657557,0.8140912,0.671214405,-0.6503372,-0.43047124,0.76566654,0.62417746,0.5164273916666667,0.7093394,0.4407157366666667,0.4805505707258064,0.18802866405680638,0.03112111,0.83652174,Wheat,Kharif_Maize
76.39168_30.826071,76.39168005994694,30.826071424877508,1,Wheat,wheat33ccc,0.88697684,0.6433204,0.30265486,0.24812823800000006,-0.14009216,-0.2606973,0.101023585,0.82343143,0.7540379442857142,0.73267066,0.5953259184615385,0.4861837644453125,0.28501776560759345,0.0585723,0.93664473,Wheat,Kharif_Maize
76.392304_30.796833,76.39230372000426,30.796832753221157,1,Wheat,wheat,0.898773,0.26703984,0.1562294,0.0979475071,-0.16963449,0.16120577,0.30749083,0.89032257,0.7763058283333333,0.47694632,0.32647695,0.43834748103149607,0.29871499127205337,0.06266549,0.9075377,Wheat,Rice
76.392452_30.82886,76.39245212726881,30.828860007219408,1,Wheat,wheatxxcxc,0.82460994,0.35268873,0.46344087,0.38726279399999997,-0.16236722,0.0936107,0.08039492,0.8094241,0.7071135585714285,0.5687382,0.32339094846153843,0.4469939042403101,0.20268918497488303,0.050941307,0.82460994,Wheat,Other
76.396176_30.775499,76.3961759632188,30.775498613835964,4,Others,bajra,0.89205897,0.2890511,0.25104254,0.12946225679999998,-0.17278424,0.38842976,0.34773663,0.8314394,0.6880223133333333,0.2712177,0.1684495933076923,0.46600998812000005,0.26988129557778767,0.015652174,0.89205897,Wheat,Rice
76.396596_30.782892,76.39659626619786,30.78289233009027,1,Wheat,whearary,0.76198167,0.79729325,0.41630062,0.31101786500000006,-0.36984083,-0.01600674,0.45961484,0.8002275,0.7687488116666668,0.69192046,0.4989785100000001,0.5363801900806453,0.17375289856400186,0.08643998,0.85949695,Spring_Maize,Other
76.397275_30.786494,76.39727533319994,30.78649390839142,4,Others,wasteland223,0.4059595,0.53690445,0.47675568,0.32011302,-0.6082186,-0.48840845,0.7259687,0.8680203,0.808259075,0.6299856,0.38968587083333334,0.40139042768,0.14894623906840526,0.11624878,0.8680203,Other,Kharif_Maize
76.401699_30.788882,76.4016990711484,30.788882151635423,1,Wheat,wheatata,0.8936978,0.2511236,0.12869081,0.10789093009999999,-0.07764461,0.47009966,0.2058309,0.8890555,0.7776535416666667,0.275,0.17130317661538463,0.41048846962992125,0.30847023485573577,0.07323944,0.9395726,Wheat,Rice
76.402785_30.827666,76.40278502535311,30.82766585475171,1,Wheat,wheat napier,0.9182243,0.8918206,0.811523,0.740227089,-0.32760474,-0.3429546,0.29153606,0.8178473,0.6610419228571429,0.575,0.31974730153846154,0.6043204848125001,0.23456248934464632,0.059119496,0.9282596,Other,Kharif_Maize
76.416644_30.76039,76.4166436416022,30.760389929548943,2,Maize_Tall,Maize big8282,0.89344454,0.4283939,0.12899107,0.1062548721,-0.030354131,0.6277424,-0.01689461,0.8974359,0.8110446580000001,0.65802383,0.4355441075,0.43956730115447157,0.31186333485196854,-0.01689461,0.95012355,Wheat,Rice
76.416671_30.762284,76.41667138799855,30.76228429549199,1,Wheat,wheatbbccb,0.796275,0.48202854,0.15002367,0.1228954165,0.06527909,0.64740306,-0.0608365,0.8773869,0.741040156,0.21803653,0.18201102466666666,0.4698238876693548,0.27388002780478876,-0.0608365,0.9437259,Wheat,Rice
76.419684_30.782461,76.41968400995884,30.78246111009961,1,Wheat,wheat82872,0.90466404,0.375195,0.15241636,0.11225216,-0.13116474,0.35183674,0.13953489,0.90648854,0.7721470733333332,0.5167715,0.2900470958333333,0.4299201957177419,0.30057311502061446,0.07388535,0.93609023,Wheat,Rice
76.42018_30.816199,76.4201800486402,30.81619861972717,1,Wheat,wheat,0.9238712,0.2845468,0.13298969,0.0947310432,-0.12643678,0.3991632,0.27952522,0.8963448,0.7988081414285714,0.64647096,0.2983060030769231,0.4613346059069768,0.32356391321607003,0.014021313,0.9481707,Wheat,Rice
76.424781_30.809201,76.42478077746068,30.809201050082983,1,Wheat,wheat /maize check sat,0.8931789,0.26406306,0.13216656,0.1021602505,-0.42266187,-0.3152,0.5725646,0.8571835,0.636425774,0.19442897,0.1507543723076923,0.43223289888095234,0.31484724375892964,0.052571755,0.94036794,Wheat,Rice_Probable
76.425947_30.774904,76.42594685023616,30.77490395464296,1,Wheat,wsheat221,0.89293456,0.39889959,0.17366947,0.11711003150000002,,,,0.905641,0.8565048519999999,0.74290675,0.5424439558333334,0.44765791280165285,0.2995599272658654,0.062675394,0.905641,Wheat,Rice_Probable
76.427503_30.781202,76.42750271390513,30.78120236833959,1,Wheat,wheaatat,0.8504589,0.573444,0.27288502,0.230079604,-0.43507177,-0.42786247,0.44366196,0.8588469,0.736991628,0.6096939,0.4641966863636364,0.4607669949016393,0.2268691777217189,0.054715622,0.8588469,Wheat,Rice_Probable
76.43111_30.777824,76.43111004854076,30.777824390379514,1,Wheat,wheaxxtt,0.8855435,0.33286467,0.18960539,0.11648781999999998,,,,0.8999222,0.7834998866666668,0.55778897,0.38297812363636363,0.43579010409016394,0.29876165441887537,0.05263158,0.9326108,Wheat,Rice_Probable
